round,group,model,server_type,grad_mode,send_mode,acc,duration_s,iid,Device Type
1,classical,classical,fedavg,classical,classical,0.6227,98.123,dirichlet,mix
1,hybrid,hybrid,fedavg,classical,classical,0.1135,98.123,dirichlet,mix
1,quantum,quantum,fedavg,classical,classical,0.1995,98.123,dirichlet,mix
2,classical,classical,fedavg,classical,classical,0.8716,98.181,dirichlet,mix
2,hybrid,hybrid,fedavg,classical,classical,0.3401,98.181,dirichlet,mix
2,quantum,quantum,fedavg,classical,classical,0.191,98.181,dirichlet,mix
3,classical,classical,fedavg,classical,classical,0.9518,97.801,dirichlet,mix
3,hybrid,hybrid,fedavg,classical,classical,0.3827,97.801,dirichlet,mix
3,quantum,quantum,fedavg,classical,classical,0.1979,97.801,dirichlet,mix
4,classical,classical,fedavg,classical,classical,0.9533,96.945,dirichlet,mix
4,hybrid,hybrid,fedavg,classical,classical,0.4263,96.945,dirichlet,mix
4,quantum,quantum,fedavg,classical,classical,0.2172,96.945,dirichlet,mix
5,classical,classical,fedavg,classical,classical,0.9626,99.418,dirichlet,mix
5,hybrid,hybrid,fedavg,classical,classical,0.4828,99.418,dirichlet,mix
5,quantum,quantum,fedavg,classical,classical,0.2438,99.418,dirichlet,mix
6,classical,classical,fedavg,classical,classical,0.966,103.79,dirichlet,mix
6,hybrid,hybrid,fedavg,classical,classical,0.5378,103.79,dirichlet,mix
6,quantum,quantum,fedavg,classical,classical,0.2693,103.79,dirichlet,mix
7,classical,classical,fedavg,classical,classical,0.9722,104.36,dirichlet,mix
7,hybrid,hybrid,fedavg,classical,classical,0.67,104.36,dirichlet,mix
7,quantum,quantum,fedavg,classical,classical,0.2823,104.36,dirichlet,mix
8,classical,classical,fedavg,classical,classical,0.9714,101.757,dirichlet,mix
8,hybrid,hybrid,fedavg,classical,classical,0.7252,101.757,dirichlet,mix
8,quantum,quantum,fedavg,classical,classical,0.2883,101.757,dirichlet,mix
9,classical,classical,fedavg,classical,classical,0.9727,104.696,dirichlet,mix
9,hybrid,hybrid,fedavg,classical,classical,0.7473,104.696,dirichlet,mix
9,quantum,quantum,fedavg,classical,classical,0.2899,104.696,dirichlet,mix
10,classical,classical,fedavg,classical,classical,0.9737,107.211,dirichlet,mix
10,hybrid,hybrid,fedavg,classical,classical,0.7628,107.211,dirichlet,mix
10,quantum,quantum,fedavg,classical,classical,0.2921,107.211,dirichlet,mix
11,classical,classical,fedavg,classical,classical,0.9718,111.659,dirichlet,mix
11,hybrid,hybrid,fedavg,classical,classical,0.7641,111.659,dirichlet,mix
11,quantum,quantum,fedavg,classical,classical,0.2937,111.659,dirichlet,mix
12,classical,classical,fedavg,classical,classical,0.9722,105.422,dirichlet,mix
12,hybrid,hybrid,fedavg,classical,classical,0.7912,105.422,dirichlet,mix
12,quantum,quantum,fedavg,classical,classical,0.2951,105.422,dirichlet,mix
13,classical,classical,fedavg,classical,classical,0.9753,111.397,dirichlet,mix
13,hybrid,hybrid,fedavg,classical,classical,0.7999,111.397,dirichlet,mix
13,quantum,quantum,fedavg,classical,classical,0.2965,111.397,dirichlet,mix
14,classical,classical,fedavg,classical,classical,0.9782,120.364,dirichlet,mix
14,hybrid,hybrid,fedavg,classical,classical,0.8354,120.364,dirichlet,mix
14,quantum,quantum,fedavg,classical,classical,0.2989,120.364,dirichlet,mix
15,classical,classical,fedavg,classical,classical,0.9769,123.827,dirichlet,mix
15,hybrid,hybrid,fedavg,classical,classical,0.8474,123.827,dirichlet,mix
15,quantum,quantum,fedavg,classical,classical,0.301,123.827,dirichlet,mix
16,classical,classical,fedavg,classical,classical,0.9789,123.683,dirichlet,mix
16,hybrid,hybrid,fedavg,classical,classical,0.8611,123.683,dirichlet,mix
16,quantum,quantum,fedavg,classical,classical,0.3038,123.683,dirichlet,mix
17,classical,classical,fedavg,classical,classical,0.9774,123.196,dirichlet,mix
17,hybrid,hybrid,fedavg,classical,classical,0.875,123.196,dirichlet,mix
17,quantum,quantum,fedavg,classical,classical,0.3073,123.196,dirichlet,mix
18,classical,classical,fedavg,classical,classical,0.9755,121.913,dirichlet,mix
18,hybrid,hybrid,fedavg,classical,classical,0.89,121.913,dirichlet,mix
18,quantum,quantum,fedavg,classical,classical,0.3101,121.913,dirichlet,mix
19,classical,classical,fedavg,classical,classical,0.9774,120.459,dirichlet,mix
19,hybrid,hybrid,fedavg,classical,classical,0.8877,120.459,dirichlet,mix
19,quantum,quantum,fedavg,classical,classical,0.3121,120.459,dirichlet,mix
20,classical,classical,fedavg,classical,classical,0.9744,119.311,dirichlet,mix
20,hybrid,hybrid,fedavg,classical,classical,0.8981,119.311,dirichlet,mix
20,quantum,quantum,fedavg,classical,classical,0.3147,119.311,dirichlet,mix
21,classical,classical,fedavg,classical,classical,0.9737,128.33,dirichlet,mix
21,hybrid,hybrid,fedavg,classical,classical,0.9031,128.33,dirichlet,mix
21,quantum,quantum,fedavg,classical,classical,0.3182,128.33,dirichlet,mix
22,classical,classical,fedavg,classical,classical,0.9772,135.529,dirichlet,mix
22,hybrid,hybrid,fedavg,classical,classical,0.9037,135.529,dirichlet,mix
22,quantum,quantum,fedavg,classical,classical,0.3203,135.529,dirichlet,mix
23,classical,classical,fedavg,classical,classical,0.9788,130.911,dirichlet,mix
23,hybrid,hybrid,fedavg,classical,classical,0.9114,130.911,dirichlet,mix
23,quantum,quantum,fedavg,classical,classical,0.3244,130.911,dirichlet,mix
24,classical,classical,fedavg,classical,classical,0.9803,119.509,dirichlet,mix
24,hybrid,hybrid,fedavg,classical,classical,0.9068,119.509,dirichlet,mix
24,quantum,quantum,fedavg,classical,classical,0.3274,119.509,dirichlet,mix
25,classical,classical,fedavg,classical,classical,0.9807,108.545,dirichlet,mix
25,hybrid,hybrid,fedavg,classical,classical,0.9171,108.545,dirichlet,mix
25,quantum,quantum,fedavg,classical,classical,0.3292,108.545,dirichlet,mix
26,classical,classical,fedavg,classical,classical,0.9814,101.656,dirichlet,mix
26,hybrid,hybrid,fedavg,classical,classical,0.9174,101.656,dirichlet,mix
26,quantum,quantum,fedavg,classical,classical,0.3323,101.656,dirichlet,mix
27,classical,classical,fedavg,classical,classical,0.9821,102.118,dirichlet,mix
27,hybrid,hybrid,fedavg,classical,classical,0.9204,102.118,dirichlet,mix
27,quantum,quantum,fedavg,classical,classical,0.3352,102.118,dirichlet,mix
28,classical,classical,fedavg,classical,classical,0.98,108.92,dirichlet,mix
28,hybrid,hybrid,fedavg,classical,classical,0.9218,108.92,dirichlet,mix
28,quantum,quantum,fedavg,classical,classical,0.3379,108.92,dirichlet,mix
29,classical,classical,fedavg,classical,classical,0.976,111.097,dirichlet,mix
29,hybrid,hybrid,fedavg,classical,classical,0.9212,111.097,dirichlet,mix
29,quantum,quantum,fedavg,classical,classical,0.3403,111.097,dirichlet,mix
30,classical,classical,fedavg,classical,classical,0.9815,108.46,dirichlet,mix
30,hybrid,hybrid,fedavg,classical,classical,0.9251,108.46,dirichlet,mix
30,quantum,quantum,fedavg,classical,classical,0.3416,108.46,dirichlet,mix
31,classical,classical,fedavg,classical,classical,0.9815,107.226,dirichlet,mix
31,hybrid,hybrid,fedavg,classical,classical,0.9258,107.226,dirichlet,mix
31,quantum,quantum,fedavg,classical,classical,0.3437,107.226,dirichlet,mix
32,classical,classical,fedavg,classical,classical,0.9813,98.153,dirichlet,mix
32,hybrid,hybrid,fedavg,classical,classical,0.9274,98.153,dirichlet,mix
32,quantum,quantum,fedavg,classical,classical,0.3457,98.153,dirichlet,mix
33,classical,classical,fedavg,classical,classical,0.9823,100.798,dirichlet,mix
33,hybrid,hybrid,fedavg,classical,classical,0.9294,100.798,dirichlet,mix
33,quantum,quantum,fedavg,classical,classical,0.3489,100.798,dirichlet,mix
34,classical,classical,fedavg,classical,classical,0.9788,110.785,dirichlet,mix
34,hybrid,hybrid,fedavg,classical,classical,0.9254,110.785,dirichlet,mix
34,quantum,quantum,fedavg,classical,classical,0.3507,110.785,dirichlet,mix
35,classical,classical,fedavg,classical,classical,0.979,113.204,dirichlet,mix
35,hybrid,hybrid,fedavg,classical,classical,0.929,113.204,dirichlet,mix
35,quantum,quantum,fedavg,classical,classical,0.3524,113.204,dirichlet,mix
36,classical,classical,fedavg,classical,classical,0.98,108.465,dirichlet,mix
36,hybrid,hybrid,fedavg,classical,classical,0.9277,108.465,dirichlet,mix
36,quantum,quantum,fedavg,classical,classical,0.355,108.465,dirichlet,mix
37,classical,classical,fedavg,classical,classical,0.979,106.608,dirichlet,mix
37,hybrid,hybrid,fedavg,classical,classical,0.9274,106.608,dirichlet,mix
37,quantum,quantum,fedavg,classical,classical,0.3575,106.608,dirichlet,mix
38,classical,classical,fedavg,classical,classical,0.9788,97.991,dirichlet,mix
38,hybrid,hybrid,fedavg,classical,classical,0.9318,97.991,dirichlet,mix
38,quantum,quantum,fedavg,classical,classical,0.3597,97.991,dirichlet,mix
39,classical,classical,fedavg,classical,classical,0.9771,103.941,dirichlet,mix
39,hybrid,hybrid,fedavg,classical,classical,0.9301,103.941,dirichlet,mix
39,quantum,quantum,fedavg,classical,classical,0.3617,103.941,dirichlet,mix
40,classical,classical,fedavg,classical,classical,0.981,109.252,dirichlet,mix
40,hybrid,hybrid,fedavg,classical,classical,0.9307,109.252,dirichlet,mix
40,quantum,quantum,fedavg,classical,classical,0.3639,109.252,dirichlet,mix
41,classical,classical,fedavg,classical,classical,0.9795,110.054,dirichlet,mix
41,hybrid,hybrid,fedavg,classical,classical,0.9286,110.054,dirichlet,mix
41,quantum,quantum,fedavg,classical,classical,0.3651,110.054,dirichlet,mix
42,classical,classical,fedavg,classical,classical,0.9785,110.847,dirichlet,mix
42,hybrid,hybrid,fedavg,classical,classical,0.9298,110.847,dirichlet,mix
42,quantum,quantum,fedavg,classical,classical,0.3692,110.847,dirichlet,mix
43,classical,classical,fedavg,classical,classical,0.9809,108.926,dirichlet,mix
43,hybrid,hybrid,fedavg,classical,classical,0.934,108.926,dirichlet,mix
43,quantum,quantum,fedavg,classical,classical,0.3733,108.926,dirichlet,mix
44,classical,classical,fedavg,classical,classical,0.9831,105.899,dirichlet,mix
44,hybrid,hybrid,fedavg,classical,classical,0.9346,105.899,dirichlet,mix
44,quantum,quantum,fedavg,classical,classical,0.3748,105.899,dirichlet,mix
45,classical,classical,fedavg,classical,classical,0.9826,97.071,dirichlet,mix
45,hybrid,hybrid,fedavg,classical,classical,0.9328,97.071,dirichlet,mix
45,quantum,quantum,fedavg,classical,classical,0.3785,97.071,dirichlet,mix
46,classical,classical,fedavg,classical,classical,0.9822,96.138,dirichlet,mix
46,hybrid,hybrid,fedavg,classical,classical,0.9337,96.138,dirichlet,mix
46,quantum,quantum,fedavg,classical,classical,0.3788,96.138,dirichlet,mix
47,classical,classical,fedavg,classical,classical,0.9811,104.169,dirichlet,mix
47,hybrid,hybrid,fedavg,classical,classical,0.9327,104.169,dirichlet,mix
47,quantum,quantum,fedavg,classical,classical,0.3805,104.169,dirichlet,mix
48,classical,classical,fedavg,classical,classical,0.9818,98.42,dirichlet,mix
48,hybrid,hybrid,fedavg,classical,classical,0.9349,98.42,dirichlet,mix
48,quantum,quantum,fedavg,classical,classical,0.3835,98.42,dirichlet,mix
49,classical,classical,fedavg,classical,classical,0.9768,106.629,dirichlet,mix
49,hybrid,hybrid,fedavg,classical,classical,0.9361,106.629,dirichlet,mix
49,quantum,quantum,fedavg,classical,classical,0.3869,106.629,dirichlet,mix
50,classical,classical,fedavg,classical,classical,0.9702,108.71,dirichlet,mix
50,hybrid,hybrid,fedavg,classical,classical,0.9368,108.71,dirichlet,mix
50,quantum,quantum,fedavg,classical,classical,0.3886,108.71,dirichlet,mix
51,classical,classical,fedavg,classical,classical,0.9809,101.911,dirichlet,mix
51,hybrid,hybrid,fedavg,classical,classical,0.9343,101.911,dirichlet,mix
51,quantum,quantum,fedavg,classical,classical,0.3891,101.911,dirichlet,mix
52,classical,classical,fedavg,classical,classical,0.981,98.15,dirichlet,mix
52,hybrid,hybrid,fedavg,classical,classical,0.9365,98.15,dirichlet,mix
52,quantum,quantum,fedavg,classical,classical,0.3916,98.15,dirichlet,mix
53,classical,classical,fedavg,classical,classical,0.9821,102.362,dirichlet,mix
53,hybrid,hybrid,fedavg,classical,classical,0.9369,102.362,dirichlet,mix
53,quantum,quantum,fedavg,classical,classical,0.3921,102.362,dirichlet,mix
54,classical,classical,fedavg,classical,classical,0.9823,105.477,dirichlet,mix
54,hybrid,hybrid,fedavg,classical,classical,0.9375,105.477,dirichlet,mix
54,quantum,quantum,fedavg,classical,classical,0.3926,105.477,dirichlet,mix
55,classical,classical,fedavg,classical,classical,0.9826,105.734,dirichlet,mix
55,hybrid,hybrid,fedavg,classical,classical,0.9371,105.734,dirichlet,mix
55,quantum,quantum,fedavg,classical,classical,0.3929,105.734,dirichlet,mix
56,classical,classical,fedavg,classical,classical,0.9831,103.618,dirichlet,mix
56,hybrid,hybrid,fedavg,classical,classical,0.9368,103.618,dirichlet,mix
56,quantum,quantum,fedavg,classical,classical,0.3962,103.618,dirichlet,mix
57,classical,classical,fedavg,classical,classical,0.983,96.278,dirichlet,mix
57,hybrid,hybrid,fedavg,classical,classical,0.9384,96.278,dirichlet,mix
57,quantum,quantum,fedavg,classical,classical,0.397,96.278,dirichlet,mix
58,classical,classical,fedavg,classical,classical,0.9829,100.172,dirichlet,mix
58,hybrid,hybrid,fedavg,classical,classical,0.9366,100.172,dirichlet,mix
58,quantum,quantum,fedavg,classical,classical,0.3981,100.172,dirichlet,mix
59,classical,classical,fedavg,classical,classical,0.9833,101.52,dirichlet,mix
59,hybrid,hybrid,fedavg,classical,classical,0.9365,101.52,dirichlet,mix
59,quantum,quantum,fedavg,classical,classical,0.3981,101.52,dirichlet,mix
60,classical,classical,fedavg,classical,classical,0.9836,103.758,dirichlet,mix
60,hybrid,hybrid,fedavg,classical,classical,0.9372,103.758,dirichlet,mix
60,quantum,quantum,fedavg,classical,classical,0.3992,103.758,dirichlet,mix
61,classical,classical,fedavg,classical,classical,0.9833,101.491,dirichlet,mix
61,hybrid,hybrid,fedavg,classical,classical,0.9367,101.491,dirichlet,mix
61,quantum,quantum,fedavg,classical,classical,0.4008,101.491,dirichlet,mix
62,classical,classical,fedavg,classical,classical,0.9836,100.6,dirichlet,mix
62,hybrid,hybrid,fedavg,classical,classical,0.9386,100.6,dirichlet,mix
62,quantum,quantum,fedavg,classical,classical,0.4015,100.6,dirichlet,mix
63,classical,classical,fedavg,classical,classical,0.9803,93.191,dirichlet,mix
63,hybrid,hybrid,fedavg,classical,classical,0.9373,93.191,dirichlet,mix
63,quantum,quantum,fedavg,classical,classical,0.4032,93.191,dirichlet,mix
64,classical,classical,fedavg,classical,classical,0.9776,93.815,dirichlet,mix
64,hybrid,hybrid,fedavg,classical,classical,0.9384,93.815,dirichlet,mix
64,quantum,quantum,fedavg,classical,classical,0.405,93.815,dirichlet,mix
65,classical,classical,fedavg,classical,classical,0.9822,94.43,dirichlet,mix
65,hybrid,hybrid,fedavg,classical,classical,0.9403,94.43,dirichlet,mix
65,quantum,quantum,fedavg,classical,classical,0.4055,94.43,dirichlet,mix
66,classical,classical,fedavg,classical,classical,0.9831,95.37,dirichlet,mix
66,hybrid,hybrid,fedavg,classical,classical,0.9348,95.37,dirichlet,mix
66,quantum,quantum,fedavg,classical,classical,0.4064,95.37,dirichlet,mix
67,classical,classical,fedavg,classical,classical,0.983,96.4,dirichlet,mix
67,hybrid,hybrid,fedavg,classical,classical,0.9405,96.4,dirichlet,mix
67,quantum,quantum,fedavg,classical,classical,0.405,96.4,dirichlet,mix
68,classical,classical,fedavg,classical,classical,0.9834,95.494,dirichlet,mix
68,hybrid,hybrid,fedavg,classical,classical,0.9402,95.494,dirichlet,mix
68,quantum,quantum,fedavg,classical,classical,0.4068,95.494,dirichlet,mix
69,classical,classical,fedavg,classical,classical,0.9833,93.09,dirichlet,mix
69,hybrid,hybrid,fedavg,classical,classical,0.9392,93.09,dirichlet,mix
69,quantum,quantum,fedavg,classical,classical,0.4058,93.09,dirichlet,mix
70,classical,classical,fedavg,classical,classical,0.9827,93.624,dirichlet,mix
70,hybrid,hybrid,fedavg,classical,classical,0.9391,93.624,dirichlet,mix
70,quantum,quantum,fedavg,classical,classical,0.4062,93.624,dirichlet,mix
71,classical,classical,fedavg,classical,classical,0.9826,94.126,dirichlet,mix
71,hybrid,hybrid,fedavg,classical,classical,0.9403,94.126,dirichlet,mix
71,quantum,quantum,fedavg,classical,classical,0.4062,94.126,dirichlet,mix
72,classical,classical,fedavg,classical,classical,0.9833,94.539,dirichlet,mix
72,hybrid,hybrid,fedavg,classical,classical,0.9417,94.539,dirichlet,mix
72,quantum,quantum,fedavg,classical,classical,0.4072,94.539,dirichlet,mix
73,classical,classical,fedavg,classical,classical,0.9822,93.774,dirichlet,mix
73,hybrid,hybrid,fedavg,classical,classical,0.9398,93.774,dirichlet,mix
73,quantum,quantum,fedavg,classical,classical,0.4071,93.774,dirichlet,mix
74,classical,classical,fedavg,classical,classical,0.9836,91.913,dirichlet,mix
74,hybrid,hybrid,fedavg,classical,classical,0.942,91.913,dirichlet,mix
74,quantum,quantum,fedavg,classical,classical,0.4079,91.913,dirichlet,mix
75,classical,classical,fedavg,classical,classical,0.9825,94.882,dirichlet,mix
75,hybrid,hybrid,fedavg,classical,classical,0.941,94.882,dirichlet,mix
75,quantum,quantum,fedavg,classical,classical,0.4082,94.882,dirichlet,mix
76,classical,classical,fedavg,classical,classical,0.9842,94.862,dirichlet,mix
76,hybrid,hybrid,fedavg,classical,classical,0.9406,94.862,dirichlet,mix
76,quantum,quantum,fedavg,classical,classical,0.4095,94.862,dirichlet,mix
77,classical,classical,fedavg,classical,classical,0.9833,93.122,dirichlet,mix
77,hybrid,hybrid,fedavg,classical,classical,0.943,93.122,dirichlet,mix
77,quantum,quantum,fedavg,classical,classical,0.4098,93.122,dirichlet,mix
78,classical,classical,fedavg,classical,classical,0.982,94.244,dirichlet,mix
78,hybrid,hybrid,fedavg,classical,classical,0.9388,94.244,dirichlet,mix
78,quantum,quantum,fedavg,classical,classical,0.4114,94.244,dirichlet,mix
79,classical,classical,fedavg,classical,classical,0.9822,93.392,dirichlet,mix
79,hybrid,hybrid,fedavg,classical,classical,0.9407,93.392,dirichlet,mix
79,quantum,quantum,fedavg,classical,classical,0.4115,93.392,dirichlet,mix
80,classical,classical,fedavg,classical,classical,0.9835,94.813,dirichlet,mix
80,hybrid,hybrid,fedavg,classical,classical,0.941,94.813,dirichlet,mix
80,quantum,quantum,fedavg,classical,classical,0.4106,94.813,dirichlet,mix
81,classical,classical,fedavg,classical,classical,0.9831,95.408,dirichlet,mix
81,hybrid,hybrid,fedavg,classical,classical,0.9432,95.408,dirichlet,mix
81,quantum,quantum,fedavg,classical,classical,0.4109,95.408,dirichlet,mix
82,classical,classical,fedavg,classical,classical,0.9812,97.763,dirichlet,mix
82,hybrid,hybrid,fedavg,classical,classical,0.9423,97.763,dirichlet,mix
82,quantum,quantum,fedavg,classical,classical,0.4107,97.763,dirichlet,mix
83,classical,classical,fedavg,classical,classical,0.9826,96.017,dirichlet,mix
83,hybrid,hybrid,fedavg,classical,classical,0.9437,96.017,dirichlet,mix
83,quantum,quantum,fedavg,classical,classical,0.4117,96.017,dirichlet,mix
84,classical,classical,fedavg,classical,classical,0.9769,92.831,dirichlet,mix
84,hybrid,hybrid,fedavg,classical,classical,0.9388,92.831,dirichlet,mix
84,quantum,quantum,fedavg,classical,classical,0.4136,92.831,dirichlet,mix
85,classical,classical,fedavg,classical,classical,0.9816,93.505,dirichlet,mix
85,hybrid,hybrid,fedavg,classical,classical,0.9404,93.505,dirichlet,mix
85,quantum,quantum,fedavg,classical,classical,0.4142,93.505,dirichlet,mix
86,classical,classical,fedavg,classical,classical,0.9838,94.927,dirichlet,mix
86,hybrid,hybrid,fedavg,classical,classical,0.9431,94.927,dirichlet,mix
86,quantum,quantum,fedavg,classical,classical,0.4134,94.927,dirichlet,mix
87,classical,classical,fedavg,classical,classical,0.9833,96.544,dirichlet,mix
87,hybrid,hybrid,fedavg,classical,classical,0.9424,96.544,dirichlet,mix
87,quantum,quantum,fedavg,classical,classical,0.4138,96.544,dirichlet,mix
88,classical,classical,fedavg,classical,classical,0.9831,93.683,dirichlet,mix
88,hybrid,hybrid,fedavg,classical,classical,0.9405,93.683,dirichlet,mix
88,quantum,quantum,fedavg,classical,classical,0.4136,93.683,dirichlet,mix
89,classical,classical,fedavg,classical,classical,0.9827,95.688,dirichlet,mix
89,hybrid,hybrid,fedavg,classical,classical,0.9399,95.688,dirichlet,mix
89,quantum,quantum,fedavg,classical,classical,0.4149,95.688,dirichlet,mix
90,classical,classical,fedavg,classical,classical,0.983,94.565,dirichlet,mix
90,hybrid,hybrid,fedavg,classical,classical,0.939,94.565,dirichlet,mix
90,quantum,quantum,fedavg,classical,classical,0.4156,94.565,dirichlet,mix
91,classical,classical,fedavg,classical,classical,0.9825,93.262,dirichlet,mix
91,hybrid,hybrid,fedavg,classical,classical,0.9423,93.262,dirichlet,mix
91,quantum,quantum,fedavg,classical,classical,0.4168,93.262,dirichlet,mix
92,classical,classical,fedavg,classical,classical,0.9828,95.102,dirichlet,mix
92,hybrid,hybrid,fedavg,classical,classical,0.9426,95.102,dirichlet,mix
92,quantum,quantum,fedavg,classical,classical,0.4162,95.102,dirichlet,mix
93,classical,classical,fedavg,classical,classical,0.9838,93.041,dirichlet,mix
93,hybrid,hybrid,fedavg,classical,classical,0.9419,93.041,dirichlet,mix
93,quantum,quantum,fedavg,classical,classical,0.4162,93.041,dirichlet,mix
94,classical,classical,fedavg,classical,classical,0.9838,89.605,dirichlet,mix
94,hybrid,hybrid,fedavg,classical,classical,0.9414,89.605,dirichlet,mix
94,quantum,quantum,fedavg,classical,classical,0.416,89.605,dirichlet,mix
95,classical,classical,fedavg,classical,classical,0.9838,89.496,dirichlet,mix
95,hybrid,hybrid,fedavg,classical,classical,0.9421,89.496,dirichlet,mix
95,quantum,quantum,fedavg,classical,classical,0.4169,89.496,dirichlet,mix
96,classical,classical,fedavg,classical,classical,0.9835,91.097,dirichlet,mix
96,hybrid,hybrid,fedavg,classical,classical,0.9399,91.097,dirichlet,mix
96,quantum,quantum,fedavg,classical,classical,0.4162,91.097,dirichlet,mix
97,classical,classical,fedavg,classical,classical,0.9838,90.187,dirichlet,mix
97,hybrid,hybrid,fedavg,classical,classical,0.9416,90.187,dirichlet,mix
97,quantum,quantum,fedavg,classical,classical,0.4164,90.187,dirichlet,mix
98,classical,classical,fedavg,classical,classical,0.9841,89.429,dirichlet,mix
98,hybrid,hybrid,fedavg,classical,classical,0.9417,89.429,dirichlet,mix
98,quantum,quantum,fedavg,classical,classical,0.4162,89.429,dirichlet,mix
99,classical,classical,fedavg,classical,classical,0.9841,88.502,dirichlet,mix
99,hybrid,hybrid,fedavg,classical,classical,0.9408,88.502,dirichlet,mix
99,quantum,quantum,fedavg,classical,classical,0.4163,88.502,dirichlet,mix
100,classical,classical,fedavg,classical,classical,0.9829,89.33,dirichlet,mix
100,hybrid,hybrid,fedavg,classical,classical,0.9409,89.33,dirichlet,mix
100,quantum,quantum,fedavg,classical,classical,0.4182,89.33,dirichlet,mix
1,classical,classical,fedavg,classical,quantum,0.3854,107.384,dirichlet,mix
1,hybrid,hybrid,fedavg,classical,quantum,0.1496,107.384,dirichlet,mix
1,quantum,quantum,fedavg,classical,quantum,0.1217,107.384,dirichlet,mix
2,classical,classical,fedavg,classical,quantum,0.875,108.971,dirichlet,mix
2,hybrid,hybrid,fedavg,classical,quantum,0.3713,108.971,dirichlet,mix
2,quantum,quantum,fedavg,classical,quantum,0.1607,108.971,dirichlet,mix
3,classical,classical,fedavg,classical,quantum,0.9264,104.645,dirichlet,mix
3,hybrid,hybrid,fedavg,classical,quantum,0.3809,104.645,dirichlet,mix
3,quantum,quantum,fedavg,classical,quantum,0.1761,104.645,dirichlet,mix
4,classical,classical,fedavg,classical,quantum,0.9544,104.175,dirichlet,mix
4,hybrid,hybrid,fedavg,classical,quantum,0.4127,104.175,dirichlet,mix
4,quantum,quantum,fedavg,classical,quantum,0.1863,104.175,dirichlet,mix
5,classical,classical,fedavg,classical,quantum,0.9582,104.328,dirichlet,mix
5,hybrid,hybrid,fedavg,classical,quantum,0.472,104.328,dirichlet,mix
5,quantum,quantum,fedavg,classical,quantum,0.196,104.328,dirichlet,mix
6,classical,classical,fedavg,classical,quantum,0.9629,101.013,dirichlet,mix
6,hybrid,hybrid,fedavg,classical,quantum,0.548,101.013,dirichlet,mix
6,quantum,quantum,fedavg,classical,quantum,0.2035,101.013,dirichlet,mix
7,classical,classical,fedavg,classical,quantum,0.9653,98.574,dirichlet,mix
7,hybrid,hybrid,fedavg,classical,quantum,0.6138,98.574,dirichlet,mix
7,quantum,quantum,fedavg,classical,quantum,0.2127,98.574,dirichlet,mix
8,classical,classical,fedavg,classical,quantum,0.9677,99.055,dirichlet,mix
8,hybrid,hybrid,fedavg,classical,quantum,0.663,99.055,dirichlet,mix
8,quantum,quantum,fedavg,classical,quantum,0.2197,99.055,dirichlet,mix
9,classical,classical,fedavg,classical,quantum,0.9693,100.355,dirichlet,mix
9,hybrid,hybrid,fedavg,classical,quantum,0.7186,100.355,dirichlet,mix
9,quantum,quantum,fedavg,classical,quantum,0.2281,100.355,dirichlet,mix
10,classical,classical,fedavg,classical,quantum,0.9713,99.592,dirichlet,mix
10,hybrid,hybrid,fedavg,classical,quantum,0.7398,99.592,dirichlet,mix
10,quantum,quantum,fedavg,classical,quantum,0.2365,99.592,dirichlet,mix
11,classical,classical,fedavg,classical,quantum,0.9668,102.722,dirichlet,mix
11,hybrid,hybrid,fedavg,classical,quantum,0.7723,102.722,dirichlet,mix
11,quantum,quantum,fedavg,classical,quantum,0.2403,102.722,dirichlet,mix
12,classical,classical,fedavg,classical,quantum,0.9704,102.224,dirichlet,mix
12,hybrid,hybrid,fedavg,classical,quantum,0.79,102.224,dirichlet,mix
12,quantum,quantum,fedavg,classical,quantum,0.2461,102.224,dirichlet,mix
13,classical,classical,fedavg,classical,quantum,0.9727,101.692,dirichlet,mix
13,hybrid,hybrid,fedavg,classical,quantum,0.8118,101.692,dirichlet,mix
13,quantum,quantum,fedavg,classical,quantum,0.2507,101.692,dirichlet,mix
14,classical,classical,fedavg,classical,quantum,0.9733,98.957,dirichlet,mix
14,hybrid,hybrid,fedavg,classical,quantum,0.8128,98.957,dirichlet,mix
14,quantum,quantum,fedavg,classical,quantum,0.2552,98.957,dirichlet,mix
15,classical,classical,fedavg,classical,quantum,0.9748,93.9,dirichlet,mix
15,hybrid,hybrid,fedavg,classical,quantum,0.8229,93.9,dirichlet,mix
15,quantum,quantum,fedavg,classical,quantum,0.2597,93.9,dirichlet,mix
16,classical,classical,fedavg,classical,quantum,0.9726,94.12,dirichlet,mix
16,hybrid,hybrid,fedavg,classical,quantum,0.8293,94.12,dirichlet,mix
16,quantum,quantum,fedavg,classical,quantum,0.2628,94.12,dirichlet,mix
17,classical,classical,fedavg,classical,quantum,0.9734,94.631,dirichlet,mix
17,hybrid,hybrid,fedavg,classical,quantum,0.83,94.631,dirichlet,mix
17,quantum,quantum,fedavg,classical,quantum,0.2651,94.631,dirichlet,mix
18,classical,classical,fedavg,classical,quantum,0.9765,95.454,dirichlet,mix
18,hybrid,hybrid,fedavg,classical,quantum,0.8323,95.454,dirichlet,mix
18,quantum,quantum,fedavg,classical,quantum,0.2691,95.454,dirichlet,mix
19,classical,classical,fedavg,classical,quantum,0.9773,95.16,dirichlet,mix
19,hybrid,hybrid,fedavg,classical,quantum,0.8385,95.16,dirichlet,mix
19,quantum,quantum,fedavg,classical,quantum,0.2718,95.16,dirichlet,mix
