round,group,model,server_type,grad_mode,send_mode,acc,duration_s,iid,Device Type
43,single,hybrid,fedavg,classical,classical,0.9672,94.188,iid,no-mix
44,single,hybrid,fedavg,classical,classical,0.9672,90.882,iid,no-mix
45,single,hybrid,fedavg,classical,classical,0.9674,90.559,iid,no-mix
46,single,hybrid,fedavg,classical,classical,0.9675,91.055,iid,no-mix
47,single,hybrid,fedavg,classical,classical,0.9681,90.494,iid,no-mix
48,single,hybrid,fedavg,classical,classical,0.9682,88.608,iid,no-mix
49,single,hybrid,fedavg,classical,classical,0.9676,84.879,iid,no-mix
50,single,hybrid,fedavg,classical,classical,0.9687,84.149,iid,no-mix
51,single,hybrid,fedavg,classical,classical,0.9688,88.009,iid,no-mix
52,single,hybrid,fedavg,classical,classical,0.9688,88.994,iid,no-mix
53,single,hybrid,fedavg,classical,classical,0.9686,88.654,iid,no-mix
54,single,hybrid,fedavg,classical,classical,0.9692,88.309,iid,no-mix
55,single,hybrid,fedavg,classical,classical,0.969,89.506,iid,no-mix
56,single,hybrid,fedavg,classical,classical,0.9699,91.267,iid,no-mix
57,single,hybrid,fedavg,classical,classical,0.9699,94.691,iid,no-mix
58,single,hybrid,fedavg,classical,classical,0.9705,94.799,iid,no-mix
59,single,hybrid,fedavg,classical,classical,0.9707,94.342,iid,no-mix
60,single,hybrid,fedavg,classical,classical,0.9712,92.21,iid,no-mix
61,single,hybrid,fedavg,classical,classical,0.9707,91.312,iid,no-mix
62,single,hybrid,fedavg,classical,classical,0.9712,91.279,iid,no-mix
63,single,hybrid,fedavg,classical,classical,0.9717,91.142,iid,no-mix
64,single,hybrid,fedavg,classical,classical,0.9714,91.42,iid,no-mix
65,single,hybrid,fedavg,classical,classical,0.9715,84.92,iid,no-mix
66,single,hybrid,fedavg,classical,classical,0.9718,84.383,iid,no-mix
67,single,hybrid,fedavg,classical,classical,0.9723,86.818,iid,no-mix
68,single,hybrid,fedavg,classical,classical,0.9725,88.493,iid,no-mix
69,single,hybrid,fedavg,classical,classical,0.9727,88.651,iid,no-mix
70,single,hybrid,fedavg,classical,classical,0.9729,88.385,iid,no-mix
71,single,hybrid,fedavg,classical,classical,0.9729,88.869,iid,no-mix
72,single,hybrid,fedavg,classical,classical,0.9734,88.561,iid,no-mix
73,single,hybrid,fedavg,classical,classical,0.9732,93.745,iid,no-mix
74,single,hybrid,fedavg,classical,classical,0.9735,94.551,iid,no-mix
75,single,hybrid,fedavg,classical,classical,0.9731,94.445,iid,no-mix
76,single,hybrid,fedavg,classical,classical,0.9734,94.047,iid,no-mix
77,single,hybrid,fedavg,classical,classical,0.9738,90.827,iid,no-mix
78,single,hybrid,fedavg,classical,classical,0.9734,91.023,iid,no-mix
79,single,hybrid,fedavg,classical,classical,0.9739,90.706,iid,no-mix
80,single,hybrid,fedavg,classical,classical,0.9746,90.675,iid,no-mix
81,single,hybrid,fedavg,classical,classical,0.9746,88.868,iid,no-mix
82,single,hybrid,fedavg,classical,classical,0.9741,84.688,iid,no-mix
83,single,hybrid,fedavg,classical,classical,0.9748,84.701,iid,no-mix
84,single,hybrid,fedavg,classical,classical,0.9737,87.924,iid,no-mix
85,single,hybrid,fedavg,classical,classical,0.9744,89.811,iid,no-mix
86,single,hybrid,fedavg,classical,classical,0.975,89.891,iid,no-mix
87,single,hybrid,fedavg,classical,classical,0.9749,89.611,iid,no-mix
88,single,hybrid,fedavg,classical,classical,0.9753,89.299,iid,no-mix
89,single,hybrid,fedavg,classical,classical,0.9753,92.159,iid,no-mix
90,single,hybrid,fedavg,classical,classical,0.9754,94.471,iid,no-mix
91,single,hybrid,fedavg,classical,classical,0.9757,94.117,iid,no-mix
92,single,hybrid,fedavg,classical,classical,0.9755,94.189,iid,no-mix
93,single,hybrid,fedavg,classical,classical,0.9763,91.433,iid,no-mix
94,single,hybrid,fedavg,classical,classical,0.9755,91.018,iid,no-mix
95,single,hybrid,fedavg,classical,classical,0.9757,90.745,iid,no-mix
96,single,hybrid,fedavg,classical,classical,0.976,90.685,iid,no-mix
97,single,hybrid,fedavg,classical,classical,0.9758,90.176,iid,no-mix
98,single,hybrid,fedavg,classical,classical,0.9756,84.499,iid,no-mix
99,single,hybrid,fedavg,classical,classical,0.9759,83.775,iid,no-mix
100,single,hybrid,fedavg,classical,classical,0.9758,86.406,iid,no-mix
1,single,quantum,fedavg,classical,classical,0.3884,65.975,iid,no-mix
2,single,quantum,fedavg,classical,classical,0.5089,66.617,iid,no-mix
3,single,quantum,fedavg,classical,classical,0.5669,66.671,iid,no-mix
4,single,quantum,fedavg,classical,classical,0.5894,66.318,iid,no-mix
5,single,quantum,fedavg,classical,classical,0.6229,66.505,iid,no-mix
6,single,quantum,fedavg,classical,classical,0.6452,66.265,iid,no-mix
7,single,quantum,fedavg,classical,classical,0.6587,65.93,iid,no-mix
8,single,quantum,fedavg,classical,classical,0.6691,64.175,iid,no-mix
9,single,quantum,fedavg,classical,classical,0.6767,63.586,iid,no-mix
10,single,quantum,fedavg,classical,classical,0.6849,63.956,iid,no-mix
11,single,quantum,fedavg,classical,classical,0.6898,64.182,iid,no-mix
12,single,quantum,fedavg,classical,classical,0.692,64.65,iid,no-mix
13,single,quantum,fedavg,classical,classical,0.695,65.225,iid,no-mix
14,single,quantum,fedavg,classical,classical,0.6972,65.894,iid,no-mix
15,single,quantum,fedavg,classical,classical,0.6995,65.897,iid,no-mix
16,single,quantum,fedavg,classical,classical,0.702,65.806,iid,no-mix
17,single,quantum,fedavg,classical,classical,0.7034,65.902,iid,no-mix
18,single,quantum,fedavg,classical,classical,0.7055,65.838,iid,no-mix
19,single,quantum,fedavg,classical,classical,0.7064,67.566,iid,no-mix
20,single,quantum,fedavg,classical,classical,0.708,68.14,iid,no-mix
21,single,quantum,fedavg,classical,classical,0.7074,68.26,iid,no-mix
22,single,quantum,fedavg,classical,classical,0.7075,67.854,iid,no-mix
23,single,quantum,fedavg,classical,classical,0.7078,66.32,iid,no-mix
24,single,quantum,fedavg,classical,classical,0.7083,66.558,iid,no-mix
25,single,quantum,fedavg,classical,classical,0.7092,66.616,iid,no-mix
26,single,quantum,fedavg,classical,classical,0.7095,66.303,iid,no-mix
27,single,quantum,fedavg,classical,classical,0.7105,66.415,iid,no-mix
28,single,quantum,fedavg,classical,classical,0.7113,66.469,iid,no-mix
29,single,quantum,fedavg,classical,classical,0.7127,66.418,iid,no-mix
30,single,quantum,fedavg,classical,classical,0.7132,64.466,iid,no-mix
31,single,quantum,fedavg,classical,classical,0.713,63.629,iid,no-mix
32,single,quantum,fedavg,classical,classical,0.7136,63.727,iid,no-mix
33,single,quantum,fedavg,classical,classical,0.7146,64.428,iid,no-mix
34,single,quantum,fedavg,classical,classical,0.7148,64.461,iid,no-mix
35,single,quantum,fedavg,classical,classical,0.7155,64.584,iid,no-mix
36,single,quantum,fedavg,classical,classical,0.7157,66.099,iid,no-mix
37,single,quantum,fedavg,classical,classical,0.7157,66.272,iid,no-mix
38,single,quantum,fedavg,classical,classical,0.7166,65.863,iid,no-mix
39,single,quantum,fedavg,classical,classical,0.7168,66.085,iid,no-mix
40,single,quantum,fedavg,classical,classical,0.7167,66.082,iid,no-mix
41,single,quantum,fedavg,classical,classical,0.717,66.781,iid,no-mix
42,single,quantum,fedavg,classical,classical,0.7179,68.38,iid,no-mix
43,single,quantum,fedavg,classical,classical,0.7178,68.52,iid,no-mix
44,single,quantum,fedavg,classical,classical,0.718,68.435,iid,no-mix
45,single,quantum,fedavg,classical,classical,0.7182,66.245,iid,no-mix
46,single,quantum,fedavg,classical,classical,0.7189,66.807,iid,no-mix
47,single,quantum,fedavg,classical,classical,0.7189,66.791,iid,no-mix
48,single,quantum,fedavg,classical,classical,0.7197,66.276,iid,no-mix
49,single,quantum,fedavg,classical,classical,0.7198,66.361,iid,no-mix
50,single,quantum,fedavg,classical,classical,0.7209,66.207,iid,no-mix
51,single,quantum,fedavg,classical,classical,0.7206,66.783,iid,no-mix
52,single,quantum,fedavg,classical,classical,0.7206,65.071,iid,no-mix
53,single,quantum,fedavg,classical,classical,0.7207,63.939,iid,no-mix
54,single,quantum,fedavg,classical,classical,0.7211,64.196,iid,no-mix
55,single,quantum,fedavg,classical,classical,0.7212,64.501,iid,no-mix
56,single,quantum,fedavg,classical,classical,0.7207,64.745,iid,no-mix
57,single,quantum,fedavg,classical,classical,0.7212,64.104,iid,no-mix
58,single,quantum,fedavg,classical,classical,0.7218,63.449,iid,no-mix
59,single,quantum,fedavg,classical,classical,0.7222,63.731,iid,no-mix
60,single,quantum,fedavg,classical,classical,0.7218,64.117,iid,no-mix
61,single,quantum,fedavg,classical,classical,0.7222,64.131,iid,no-mix
62,single,quantum,fedavg,classical,classical,0.7224,63.217,iid,no-mix
63,single,quantum,fedavg,classical,classical,0.722,63.494,iid,no-mix
64,single,quantum,fedavg,classical,classical,0.723,63.708,iid,no-mix
65,single,quantum,fedavg,classical,classical,0.7226,63.634,iid,no-mix
66,single,quantum,fedavg,classical,classical,0.7228,63.523,iid,no-mix
67,single,quantum,fedavg,classical,classical,0.7227,63.79,iid,no-mix
68,single,quantum,fedavg,classical,classical,0.7238,63.445,iid,no-mix
69,single,quantum,fedavg,classical,classical,0.7243,63.752,iid,no-mix
70,single,quantum,fedavg,classical,classical,0.7236,63.589,iid,no-mix
71,single,quantum,fedavg,classical,classical,0.7251,63.631,iid,no-mix
72,single,quantum,fedavg,classical,classical,0.7252,63.179,iid,no-mix
73,single,quantum,fedavg,classical,classical,0.7241,63.765,iid,no-mix
74,single,quantum,fedavg,classical,classical,0.7246,63.467,iid,no-mix
75,single,quantum,fedavg,classical,classical,0.7251,63.542,iid,no-mix
76,single,quantum,fedavg,classical,classical,0.7259,63.66,iid,no-mix
77,single,quantum,fedavg,classical,classical,0.7254,63.827,iid,no-mix
78,single,quantum,fedavg,classical,classical,0.7263,63.737,iid,no-mix
79,single,quantum,fedavg,classical,classical,0.7256,64.251,iid,no-mix
80,single,quantum,fedavg,classical,classical,0.7259,63.786,iid,no-mix
81,single,quantum,fedavg,classical,classical,0.7269,63.985,iid,no-mix
82,single,quantum,fedavg,classical,classical,0.7263,63.945,iid,no-mix
83,single,quantum,fedavg,classical,classical,0.7264,63.601,iid,no-mix
84,single,quantum,fedavg,classical,classical,0.7267,63.441,iid,no-mix
85,single,quantum,fedavg,classical,classical,0.7263,63.236,iid,no-mix
86,single,quantum,fedavg,classical,classical,0.7261,63.571,iid,no-mix
87,single,quantum,fedavg,classical,classical,0.7269,63.595,iid,no-mix
88,single,quantum,fedavg,classical,classical,0.7274,63.466,iid,no-mix
89,single,quantum,fedavg,classical,classical,0.7268,63.866,iid,no-mix
90,single,quantum,fedavg,classical,classical,0.7265,63.888,iid,no-mix
91,single,quantum,fedavg,classical,classical,0.7264,64.085,iid,no-mix
92,single,quantum,fedavg,classical,classical,0.7275,64.142,iid,no-mix
93,single,quantum,fedavg,classical,classical,0.7274,64.217,iid,no-mix
94,single,quantum,fedavg,classical,classical,0.728,63.697,iid,no-mix
95,single,quantum,fedavg,classical,classical,0.7271,65.889,iid,no-mix
96,single,quantum,fedavg,classical,classical,0.728,67.173,iid,no-mix
97,single,quantum,fedavg,classical,classical,0.7277,66.094,iid,no-mix
98,single,quantum,fedavg,classical,classical,0.7273,65.606,iid,no-mix
99,single,quantum,fedavg,classical,classical,0.7275,63.603,iid,no-mix
100,single,quantum,fedavg,classical,classical,0.7281,63.405,iid,no-mix
