round,group,model,server_type,grad_mode,send_mode,acc,duration_s,iid,Device Type
1,classical,classical,fedavg,classical,classical,0.9344,66.923,iid,mix
1,hybrid,hybrid,fedavg,classical,classical,0.3236,66.923,iid,mix
1,quantum,quantum,fedavg,classical,classical,0.3667,66.923,iid,mix
2,classical,classical,fedavg,classical,classical,0.9669,66.323,iid,mix
2,hybrid,hybrid,fedavg,classical,classical,0.5774,66.323,iid,mix
2,quantum,quantum,fedavg,classical,classical,0.4791,66.323,iid,mix
3,classical,classical,fedavg,classical,classical,0.973,66.711,iid,mix
3,hybrid,hybrid,fedavg,classical,classical,0.793,66.711,iid,mix
3,quantum,quantum,fedavg,classical,classical,0.5444,66.711,iid,mix
4,classical,classical,fedavg,classical,classical,0.9784,68.918,iid,mix
4,hybrid,hybrid,fedavg,classical,classical,0.8856,68.918,iid,mix
4,quantum,quantum,fedavg,classical,classical,0.5765,68.918,iid,mix
5,classical,classical,fedavg,classical,classical,0.9809,66.476,iid,mix
5,hybrid,hybrid,fedavg,classical,classical,0.9228,66.476,iid,mix
5,quantum,quantum,fedavg,classical,classical,0.5985,66.476,iid,mix
6,classical,classical,fedavg,classical,classical,0.9809,66.347,iid,mix
6,hybrid,hybrid,fedavg,classical,classical,0.9313,66.347,iid,mix
6,quantum,quantum,fedavg,classical,classical,0.6134,66.347,iid,mix
7,classical,classical,fedavg,classical,classical,0.9813,66.392,iid,mix
7,hybrid,hybrid,fedavg,classical,classical,0.9381,66.392,iid,mix
7,quantum,quantum,fedavg,classical,classical,0.6311,66.392,iid,mix
8,classical,classical,fedavg,classical,classical,0.9843,66.483,iid,mix
8,hybrid,hybrid,fedavg,classical,classical,0.9408,66.483,iid,mix
8,quantum,quantum,fedavg,classical,classical,0.6421,66.483,iid,mix
9,classical,classical,fedavg,classical,classical,0.9843,66.773,iid,mix
9,hybrid,hybrid,fedavg,classical,classical,0.9442,66.773,iid,mix
9,quantum,quantum,fedavg,classical,classical,0.6528,66.773,iid,mix
10,classical,classical,fedavg,classical,classical,0.985,66.759,iid,mix
10,hybrid,hybrid,fedavg,classical,classical,0.9461,66.759,iid,mix
10,quantum,quantum,fedavg,classical,classical,0.6615,66.759,iid,mix
11,classical,classical,fedavg,classical,classical,0.9861,65.999,iid,mix
11,hybrid,hybrid,fedavg,classical,classical,0.9482,65.999,iid,mix
11,quantum,quantum,fedavg,classical,classical,0.6688,65.999,iid,mix
12,classical,classical,fedavg,classical,classical,0.9856,67.349,iid,mix
12,hybrid,hybrid,fedavg,classical,classical,0.95,67.349,iid,mix
12,quantum,quantum,fedavg,classical,classical,0.6737,67.349,iid,mix
13,classical,classical,fedavg,classical,classical,0.9847,67.474,iid,mix
13,hybrid,hybrid,fedavg,classical,classical,0.9519,67.474,iid,mix
13,quantum,quantum,fedavg,classical,classical,0.6781,67.474,iid,mix
14,classical,classical,fedavg,classical,classical,0.985,67.284,iid,mix
14,hybrid,hybrid,fedavg,classical,classical,0.9511,67.284,iid,mix
14,quantum,quantum,fedavg,classical,classical,0.6801,67.284,iid,mix
15,classical,classical,fedavg,classical,classical,0.9848,67.4,iid,mix
15,hybrid,hybrid,fedavg,classical,classical,0.9526,67.4,iid,mix
15,quantum,quantum,fedavg,classical,classical,0.6841,67.4,iid,mix
16,classical,classical,fedavg,classical,classical,0.987,67.36,iid,mix
16,hybrid,hybrid,fedavg,classical,classical,0.9545,67.36,iid,mix
16,quantum,quantum,fedavg,classical,classical,0.6866,67.36,iid,mix
17,classical,classical,fedavg,classical,classical,0.9864,68.143,iid,mix
17,hybrid,hybrid,fedavg,classical,classical,0.9528,68.143,iid,mix
17,quantum,quantum,fedavg,classical,classical,0.691,68.143,iid,mix
18,classical,classical,fedavg,classical,classical,0.9868,67.381,iid,mix
18,hybrid,hybrid,fedavg,classical,classical,0.9546,67.381,iid,mix
18,quantum,quantum,fedavg,classical,classical,0.6937,67.381,iid,mix
19,classical,classical,fedavg,classical,classical,0.9862,67.098,iid,mix
19,hybrid,hybrid,fedavg,classical,classical,0.9548,67.098,iid,mix
19,quantum,quantum,fedavg,classical,classical,0.6952,67.098,iid,mix
20,classical,classical,fedavg,classical,classical,0.9868,67.402,iid,mix
20,hybrid,hybrid,fedavg,classical,classical,0.9554,67.402,iid,mix
20,quantum,quantum,fedavg,classical,classical,0.6984,67.402,iid,mix
21,classical,classical,fedavg,classical,classical,0.9868,67.046,iid,mix
21,hybrid,hybrid,fedavg,classical,classical,0.955,67.046,iid,mix
21,quantum,quantum,fedavg,classical,classical,0.7007,67.046,iid,mix
22,classical,classical,fedavg,classical,classical,0.9874,67.285,iid,mix
22,hybrid,hybrid,fedavg,classical,classical,0.9555,67.285,iid,mix
22,quantum,quantum,fedavg,classical,classical,0.7018,67.285,iid,mix
23,classical,classical,fedavg,classical,classical,0.9872,67.431,iid,mix
23,hybrid,hybrid,fedavg,classical,classical,0.9564,67.431,iid,mix
23,quantum,quantum,fedavg,classical,classical,0.7039,67.431,iid,mix
24,classical,classical,fedavg,classical,classical,0.9875,66.088,iid,mix
24,hybrid,hybrid,fedavg,classical,classical,0.9558,66.088,iid,mix
24,quantum,quantum,fedavg,classical,classical,0.7055,66.088,iid,mix
25,classical,classical,fedavg,classical,classical,0.9878,65.685,iid,mix
25,hybrid,hybrid,fedavg,classical,classical,0.9569,65.685,iid,mix
25,quantum,quantum,fedavg,classical,classical,0.7071,65.685,iid,mix
26,classical,classical,fedavg,classical,classical,0.9877,65.177,iid,mix
26,hybrid,hybrid,fedavg,classical,classical,0.9567,65.177,iid,mix
26,quantum,quantum,fedavg,classical,classical,0.7084,65.177,iid,mix
27,classical,classical,fedavg,classical,classical,0.9864,67.282,iid,mix
27,hybrid,hybrid,fedavg,classical,classical,0.9572,67.282,iid,mix
27,quantum,quantum,fedavg,classical,classical,0.7085,67.282,iid,mix
28,classical,classical,fedavg,classical,classical,0.9877,66.725,iid,mix
28,hybrid,hybrid,fedavg,classical,classical,0.9575,66.725,iid,mix
28,quantum,quantum,fedavg,classical,classical,0.7104,66.725,iid,mix
29,classical,classical,fedavg,classical,classical,0.9874,66.977,iid,mix
29,hybrid,hybrid,fedavg,classical,classical,0.958,66.977,iid,mix
29,quantum,quantum,fedavg,classical,classical,0.7112,66.977,iid,mix
30,classical,classical,fedavg,classical,classical,0.9875,67.161,iid,mix
30,hybrid,hybrid,fedavg,classical,classical,0.9584,67.161,iid,mix
30,quantum,quantum,fedavg,classical,classical,0.7123,67.161,iid,mix
31,classical,classical,fedavg,classical,classical,0.9879,66.349,iid,mix
31,hybrid,hybrid,fedavg,classical,classical,0.9577,66.349,iid,mix
31,quantum,quantum,fedavg,classical,classical,0.7142,66.349,iid,mix
32,classical,classical,fedavg,classical,classical,0.9874,66.663,iid,mix
32,hybrid,hybrid,fedavg,classical,classical,0.9578,66.663,iid,mix
32,quantum,quantum,fedavg,classical,classical,0.7141,66.663,iid,mix
33,classical,classical,fedavg,classical,classical,0.9876,66.558,iid,mix
33,hybrid,hybrid,fedavg,classical,classical,0.958,66.558,iid,mix
33,quantum,quantum,fedavg,classical,classical,0.7156,66.558,iid,mix
34,classical,classical,fedavg,classical,classical,0.9874,66.822,iid,mix
34,hybrid,hybrid,fedavg,classical,classical,0.9579,66.822,iid,mix
34,quantum,quantum,fedavg,classical,classical,0.7162,66.822,iid,mix
35,classical,classical,fedavg,classical,classical,0.9878,67.353,iid,mix
35,hybrid,hybrid,fedavg,classical,classical,0.9584,67.353,iid,mix
35,quantum,quantum,fedavg,classical,classical,0.7171,67.353,iid,mix
36,classical,classical,fedavg,classical,classical,0.9879,67.48,iid,mix
36,hybrid,hybrid,fedavg,classical,classical,0.9572,67.48,iid,mix
36,quantum,quantum,fedavg,classical,classical,0.7177,67.48,iid,mix
37,classical,classical,fedavg,classical,classical,0.9881,67.365,iid,mix
37,hybrid,hybrid,fedavg,classical,classical,0.9574,67.365,iid,mix
37,quantum,quantum,fedavg,classical,classical,0.7174,67.365,iid,mix
38,classical,classical,fedavg,classical,classical,0.988,67.386,iid,mix
38,hybrid,hybrid,fedavg,classical,classical,0.9578,67.386,iid,mix
38,quantum,quantum,fedavg,classical,classical,0.7198,67.386,iid,mix
39,classical,classical,fedavg,classical,classical,0.988,67.322,iid,mix
39,hybrid,hybrid,fedavg,classical,classical,0.9572,67.322,iid,mix
39,quantum,quantum,fedavg,classical,classical,0.7219,67.322,iid,mix
40,classical,classical,fedavg,classical,classical,0.9881,67.327,iid,mix
40,hybrid,hybrid,fedavg,classical,classical,0.9577,67.327,iid,mix
40,quantum,quantum,fedavg,classical,classical,0.7206,67.327,iid,mix
41,classical,classical,fedavg,classical,classical,0.988,67.093,iid,mix
41,hybrid,hybrid,fedavg,classical,classical,0.958,67.093,iid,mix
41,quantum,quantum,fedavg,classical,classical,0.7196,67.093,iid,mix
42,classical,classical,fedavg,classical,classical,0.988,66.511,iid,mix
42,hybrid,hybrid,fedavg,classical,classical,0.9588,66.511,iid,mix
42,quantum,quantum,fedavg,classical,classical,0.7208,66.511,iid,mix
43,classical,classical,fedavg,classical,classical,0.9879,66.888,iid,mix
43,hybrid,hybrid,fedavg,classical,classical,0.9585,66.888,iid,mix
43,quantum,quantum,fedavg,classical,classical,0.721,66.888,iid,mix
44,classical,classical,fedavg,classical,classical,0.9879,66.486,iid,mix
44,hybrid,hybrid,fedavg,classical,classical,0.959,66.486,iid,mix
44,quantum,quantum,fedavg,classical,classical,0.7216,66.486,iid,mix
45,classical,classical,fedavg,classical,classical,0.9878,67.083,iid,mix
45,hybrid,hybrid,fedavg,classical,classical,0.9572,67.083,iid,mix
45,quantum,quantum,fedavg,classical,classical,0.7223,67.083,iid,mix
46,classical,classical,fedavg,classical,classical,0.9878,65.53,iid,mix
46,hybrid,hybrid,fedavg,classical,classical,0.9594,65.53,iid,mix
46,quantum,quantum,fedavg,classical,classical,0.722,65.53,iid,mix
47,classical,classical,fedavg,classical,classical,0.9878,65.199,iid,mix
47,hybrid,hybrid,fedavg,classical,classical,0.958,65.199,iid,mix
47,quantum,quantum,fedavg,classical,classical,0.7229,65.199,iid,mix
48,classical,classical,fedavg,classical,classical,0.9878,65.156,iid,mix
48,hybrid,hybrid,fedavg,classical,classical,0.9585,65.156,iid,mix
48,quantum,quantum,fedavg,classical,classical,0.7228,65.156,iid,mix
49,classical,classical,fedavg,classical,classical,0.9877,66.127,iid,mix
49,hybrid,hybrid,fedavg,classical,classical,0.9589,66.127,iid,mix
49,quantum,quantum,fedavg,classical,classical,0.723,66.127,iid,mix
50,classical,classical,fedavg,classical,classical,0.9877,66.853,iid,mix
50,hybrid,hybrid,fedavg,classical,classical,0.9588,66.853,iid,mix
50,quantum,quantum,fedavg,classical,classical,0.7238,66.853,iid,mix
51,classical,classical,fedavg,classical,classical,0.9876,66.762,iid,mix
51,hybrid,hybrid,fedavg,classical,classical,0.9582,66.762,iid,mix
51,quantum,quantum,fedavg,classical,classical,0.724,66.762,iid,mix
52,classical,classical,fedavg,classical,classical,0.9876,66.999,iid,mix
52,hybrid,hybrid,fedavg,classical,classical,0.9581,66.999,iid,mix
52,quantum,quantum,fedavg,classical,classical,0.7232,66.999,iid,mix
53,classical,classical,fedavg,classical,classical,0.9876,66.404,iid,mix
53,hybrid,hybrid,fedavg,classical,classical,0.9579,66.404,iid,mix
53,quantum,quantum,fedavg,classical,classical,0.7237,66.404,iid,mix
54,classical,classical,fedavg,classical,classical,0.9876,66.508,iid,mix
54,hybrid,hybrid,fedavg,classical,classical,0.9586,66.508,iid,mix
54,quantum,quantum,fedavg,classical,classical,0.7236,66.508,iid,mix
55,classical,classical,fedavg,classical,classical,0.9877,66.562,iid,mix
55,hybrid,hybrid,fedavg,classical,classical,0.9582,66.562,iid,mix
55,quantum,quantum,fedavg,classical,classical,0.7234,66.562,iid,mix
56,classical,classical,fedavg,classical,classical,0.9877,66.152,iid,mix
56,hybrid,hybrid,fedavg,classical,classical,0.9582,66.152,iid,mix
56,quantum,quantum,fedavg,classical,classical,0.7246,66.152,iid,mix
57,classical,classical,fedavg,classical,classical,0.9877,67.086,iid,mix
57,hybrid,hybrid,fedavg,classical,classical,0.9587,67.086,iid,mix
57,quantum,quantum,fedavg,classical,classical,0.7249,67.086,iid,mix
58,classical,classical,fedavg,classical,classical,0.9877,69.528,iid,mix
58,hybrid,hybrid,fedavg,classical,classical,0.9576,69.528,iid,mix
58,quantum,quantum,fedavg,classical,classical,0.7245,69.528,iid,mix
59,classical,classical,fedavg,classical,classical,0.9876,69.698,iid,mix
59,hybrid,hybrid,fedavg,classical,classical,0.9588,69.698,iid,mix
59,quantum,quantum,fedavg,classical,classical,0.7242,69.698,iid,mix
60,classical,classical,fedavg,classical,classical,0.9875,66.93,iid,mix
60,hybrid,hybrid,fedavg,classical,classical,0.9591,66.93,iid,mix
60,quantum,quantum,fedavg,classical,classical,0.7255,66.93,iid,mix
61,classical,classical,fedavg,classical,classical,0.9876,67.352,iid,mix
61,hybrid,hybrid,fedavg,classical,classical,0.9584,67.352,iid,mix
61,quantum,quantum,fedavg,classical,classical,0.7263,67.352,iid,mix
62,classical,classical,fedavg,classical,classical,0.9874,67.266,iid,mix
62,hybrid,hybrid,fedavg,classical,classical,0.9575,67.266,iid,mix
62,quantum,quantum,fedavg,classical,classical,0.7249,67.266,iid,mix
63,classical,classical,fedavg,classical,classical,0.9874,67.134,iid,mix
63,hybrid,hybrid,fedavg,classical,classical,0.9578,67.134,iid,mix
63,quantum,quantum,fedavg,classical,classical,0.7251,67.134,iid,mix
64,classical,classical,fedavg,classical,classical,0.9874,66.795,iid,mix
64,hybrid,hybrid,fedavg,classical,classical,0.9578,66.795,iid,mix
64,quantum,quantum,fedavg,classical,classical,0.7253,66.795,iid,mix
65,classical,classical,fedavg,classical,classical,0.9874,66.688,iid,mix
65,hybrid,hybrid,fedavg,classical,classical,0.9578,66.688,iid,mix
65,quantum,quantum,fedavg,classical,classical,0.7261,66.688,iid,mix
66,classical,classical,fedavg,classical,classical,0.9874,66.744,iid,mix
66,hybrid,hybrid,fedavg,classical,classical,0.9586,66.744,iid,mix
66,quantum,quantum,fedavg,classical,classical,0.7247,66.744,iid,mix
67,classical,classical,fedavg,classical,classical,0.9873,67.144,iid,mix
67,hybrid,hybrid,fedavg,classical,classical,0.9578,67.144,iid,mix
67,quantum,quantum,fedavg,classical,classical,0.7258,67.144,iid,mix
68,classical,classical,fedavg,classical,classical,0.9875,66.352,iid,mix
68,hybrid,hybrid,fedavg,classical,classical,0.9588,66.352,iid,mix
68,quantum,quantum,fedavg,classical,classical,0.7252,66.352,iid,mix
69,classical,classical,fedavg,classical,classical,0.9875,65.26,iid,mix
69,hybrid,hybrid,fedavg,classical,classical,0.959,65.26,iid,mix
69,quantum,quantum,fedavg,classical,classical,0.727,65.26,iid,mix
70,classical,classical,fedavg,classical,classical,0.9874,66.128,iid,mix
70,hybrid,hybrid,fedavg,classical,classical,0.958,66.128,iid,mix
70,quantum,quantum,fedavg,classical,classical,0.7265,66.128,iid,mix
71,classical,classical,fedavg,classical,classical,0.9874,66.224,iid,mix
71,hybrid,hybrid,fedavg,classical,classical,0.9578,66.224,iid,mix
71,quantum,quantum,fedavg,classical,classical,0.7276,66.224,iid,mix
72,classical,classical,fedavg,classical,classical,0.9875,66.422,iid,mix
72,hybrid,hybrid,fedavg,classical,classical,0.9585,66.422,iid,mix
72,quantum,quantum,fedavg,classical,classical,0.7273,66.422,iid,mix
73,classical,classical,fedavg,classical,classical,0.9875,66.75,iid,mix
73,hybrid,hybrid,fedavg,classical,classical,0.9582,66.75,iid,mix
73,quantum,quantum,fedavg,classical,classical,0.727,66.75,iid,mix
74,classical,classical,fedavg,classical,classical,0.9874,67.156,iid,mix
74,hybrid,hybrid,fedavg,classical,classical,0.9588,67.156,iid,mix
74,quantum,quantum,fedavg,classical,classical,0.7275,67.156,iid,mix
75,classical,classical,fedavg,classical,classical,0.9874,66.606,iid,mix
75,hybrid,hybrid,fedavg,classical,classical,0.9588,66.606,iid,mix
75,quantum,quantum,fedavg,classical,classical,0.7268,66.606,iid,mix
76,classical,classical,fedavg,classical,classical,0.9875,66.71,iid,mix
76,hybrid,hybrid,fedavg,classical,classical,0.9575,66.71,iid,mix
76,quantum,quantum,fedavg,classical,classical,0.7268,66.71,iid,mix
77,classical,classical,fedavg,classical,classical,0.9875,66.779,iid,mix
77,hybrid,hybrid,fedavg,classical,classical,0.9591,66.779,iid,mix
77,quantum,quantum,fedavg,classical,classical,0.7268,66.779,iid,mix
78,classical,classical,fedavg,classical,classical,0.9874,65.571,iid,mix
78,hybrid,hybrid,fedavg,classical,classical,0.9577,65.571,iid,mix
78,quantum,quantum,fedavg,classical,classical,0.727,65.571,iid,mix
79,classical,classical,fedavg,classical,classical,0.9872,67.875,iid,mix
79,hybrid,hybrid,fedavg,classical,classical,0.958,67.875,iid,mix
79,quantum,quantum,fedavg,classical,classical,0.7289,67.875,iid,mix
80,classical,classical,fedavg,classical,classical,0.9875,67.732,iid,mix
80,hybrid,hybrid,fedavg,classical,classical,0.9572,67.732,iid,mix
80,quantum,quantum,fedavg,classical,classical,0.7286,67.732,iid,mix
81,classical,classical,fedavg,classical,classical,0.9875,67.963,iid,mix
81,hybrid,hybrid,fedavg,classical,classical,0.9577,67.963,iid,mix
81,quantum,quantum,fedavg,classical,classical,0.728,67.963,iid,mix
82,classical,classical,fedavg,classical,classical,0.9876,67.434,iid,mix
82,hybrid,hybrid,fedavg,classical,classical,0.9578,67.434,iid,mix
82,quantum,quantum,fedavg,classical,classical,0.7285,67.434,iid,mix
83,classical,classical,fedavg,classical,classical,0.9876,67.372,iid,mix
83,hybrid,hybrid,fedavg,classical,classical,0.9581,67.372,iid,mix
83,quantum,quantum,fedavg,classical,classical,0.7292,67.372,iid,mix
84,classical,classical,fedavg,classical,classical,0.9876,67.115,iid,mix
84,hybrid,hybrid,fedavg,classical,classical,0.957,67.115,iid,mix
84,quantum,quantum,fedavg,classical,classical,0.729,67.115,iid,mix
85,classical,classical,fedavg,classical,classical,0.9877,66.879,iid,mix
85,hybrid,hybrid,fedavg,classical,classical,0.9576,66.879,iid,mix
85,quantum,quantum,fedavg,classical,classical,0.729,66.879,iid,mix
86,classical,classical,fedavg,classical,classical,0.9877,66.837,iid,mix
86,hybrid,hybrid,fedavg,classical,classical,0.9583,66.837,iid,mix
86,quantum,quantum,fedavg,classical,classical,0.7291,66.837,iid,mix
87,classical,classical,fedavg,classical,classical,0.9875,66.844,iid,mix
87,hybrid,hybrid,fedavg,classical,classical,0.9581,66.844,iid,mix
87,quantum,quantum,fedavg,classical,classical,0.7291,66.844,iid,mix
88,classical,classical,fedavg,classical,classical,0.9876,66.442,iid,mix
88,hybrid,hybrid,fedavg,classical,classical,0.9576,66.442,iid,mix
88,quantum,quantum,fedavg,classical,classical,0.7283,66.442,iid,mix
89,classical,classical,fedavg,classical,classical,0.9876,67.265,iid,mix
89,hybrid,hybrid,fedavg,classical,classical,0.9578,67.265,iid,mix
89,quantum,quantum,fedavg,classical,classical,0.7282,67.265,iid,mix
90,classical,classical,fedavg,classical,classical,0.9876,66.567,iid,mix
90,hybrid,hybrid,fedavg,classical,classical,0.9577,66.567,iid,mix
90,quantum,quantum,fedavg,classical,classical,0.7286,66.567,iid,mix
91,classical,classical,fedavg,classical,classical,0.9876,65.632,iid,mix
91,hybrid,hybrid,fedavg,classical,classical,0.9564,65.632,iid,mix
91,quantum,quantum,fedavg,classical,classical,0.7281,65.632,iid,mix
92,classical,classical,fedavg,classical,classical,0.9876,65.255,iid,mix
92,hybrid,hybrid,fedavg,classical,classical,0.9571,65.255,iid,mix
92,quantum,quantum,fedavg,classical,classical,0.728,65.255,iid,mix
93,classical,classical,fedavg,classical,classical,0.9876,65.1,iid,mix
93,hybrid,hybrid,fedavg,classical,classical,0.9579,65.1,iid,mix
93,quantum,quantum,fedavg,classical,classical,0.7267,65.1,iid,mix
94,classical,classical,fedavg,classical,classical,0.9876,66.83,iid,mix
94,hybrid,hybrid,fedavg,classical,classical,0.9588,66.83,iid,mix
94,quantum,quantum,fedavg,classical,classical,0.7285,66.83,iid,mix
95,classical,classical,fedavg,classical,classical,0.9876,66.874,iid,mix
95,hybrid,hybrid,fedavg,classical,classical,0.958,66.874,iid,mix
95,quantum,quantum,fedavg,classical,classical,0.7273,66.874,iid,mix
96,classical,classical,fedavg,classical,classical,0.9877,67.179,iid,mix
96,hybrid,hybrid,fedavg,classical,classical,0.959,67.179,iid,mix
96,quantum,quantum,fedavg,classical,classical,0.7284,67.179,iid,mix
97,classical,classical,fedavg,classical,classical,0.9876,66.499,iid,mix
97,hybrid,hybrid,fedavg,classical,classical,0.9576,66.499,iid,mix
97,quantum,quantum,fedavg,classical,classical,0.7289,66.499,iid,mix
98,classical,classical,fedavg,classical,classical,0.9876,66.691,iid,mix
98,hybrid,hybrid,fedavg,classical,classical,0.9579,66.691,iid,mix
98,quantum,quantum,fedavg,classical,classical,0.7277,66.691,iid,mix
99,classical,classical,fedavg,classical,classical,0.9875,67.082,iid,mix
99,hybrid,hybrid,fedavg,classical,classical,0.9566,67.082,iid,mix
99,quantum,quantum,fedavg,classical,classical,0.728,67.082,iid,mix
100,classical,classical,fedavg,classical,classical,0.9876,66.266,iid,mix
100,hybrid,hybrid,fedavg,classical,classical,0.957,66.266,iid,mix
100,quantum,quantum,fedavg,classical,classical,0.7293,66.266,iid,mix
1,classical,classical,fedavg,classical,quantum,0.9272,76.079,iid,mix
1,hybrid,hybrid,fedavg,classical,quantum,0.5069,76.079,iid,mix
1,quantum,quantum,fedavg,classical,quantum,0.3631,76.079,iid,mix
2,classical,classical,fedavg,classical,quantum,0.964,74.828,iid,mix
2,hybrid,hybrid,fedavg,classical,quantum,0.6608,74.828,iid,mix
2,quantum,quantum,fedavg,classical,quantum,0.5146,74.828,iid,mix
3,classical,classical,fedavg,classical,quantum,0.973,75.577,iid,mix
3,hybrid,hybrid,fedavg,classical,quantum,0.7076,75.577,iid,mix
3,quantum,quantum,fedavg,classical,quantum,0.5754,75.577,iid,mix
4,classical,classical,fedavg,classical,quantum,0.978,76.531,iid,mix
4,hybrid,hybrid,fedavg,classical,quantum,0.785,76.531,iid,mix
4,quantum,quantum,fedavg,classical,quantum,0.6111,76.531,iid,mix
5,classical,classical,fedavg,classical,quantum,0.9805,72.554,iid,mix
5,hybrid,hybrid,fedavg,classical,quantum,0.8654,72.554,iid,mix
5,quantum,quantum,fedavg,classical,quantum,0.632,72.554,iid,mix
6,classical,classical,fedavg,classical,quantum,0.9817,75.09,iid,mix
6,hybrid,hybrid,fedavg,classical,quantum,0.8966,75.09,iid,mix
6,quantum,quantum,fedavg,classical,quantum,0.648,75.09,iid,mix
7,classical,classical,fedavg,classical,quantum,0.9823,76.071,iid,mix
7,hybrid,hybrid,fedavg,classical,quantum,0.9094,76.071,iid,mix
7,quantum,quantum,fedavg,classical,quantum,0.6563,76.071,iid,mix
8,classical,classical,fedavg,classical,quantum,0.9841,75.19,iid,mix
8,hybrid,hybrid,fedavg,classical,quantum,0.9141,75.19,iid,mix
8,quantum,quantum,fedavg,classical,quantum,0.6656,75.19,iid,mix
9,classical,classical,fedavg,classical,quantum,0.9845,74.108,iid,mix
9,hybrid,hybrid,fedavg,classical,quantum,0.9199,74.108,iid,mix
9,quantum,quantum,fedavg,classical,quantum,0.672,74.108,iid,mix
10,classical,classical,fedavg,classical,quantum,0.9847,74.064,iid,mix
10,hybrid,hybrid,fedavg,classical,quantum,0.9201,74.064,iid,mix
10,quantum,quantum,fedavg,classical,quantum,0.6773,74.064,iid,mix
11,classical,classical,fedavg,classical,quantum,0.9844,74.85,iid,mix
11,hybrid,hybrid,fedavg,classical,quantum,0.9246,74.85,iid,mix
11,quantum,quantum,fedavg,classical,quantum,0.6837,74.85,iid,mix
12,classical,classical,fedavg,classical,quantum,0.9865,76.589,iid,mix
12,hybrid,hybrid,fedavg,classical,quantum,0.926,76.589,iid,mix
12,quantum,quantum,fedavg,classical,quantum,0.6871,76.589,iid,mix
13,classical,classical,fedavg,classical,quantum,0.9851,75.417,iid,mix
13,hybrid,hybrid,fedavg,classical,quantum,0.9263,75.417,iid,mix
13,quantum,quantum,fedavg,classical,quantum,0.6918,75.417,iid,mix
14,classical,classical,fedavg,classical,quantum,0.987,75.166,iid,mix
14,hybrid,hybrid,fedavg,classical,quantum,0.9303,75.166,iid,mix
14,quantum,quantum,fedavg,classical,quantum,0.695,75.166,iid,mix
15,classical,classical,fedavg,classical,quantum,0.9867,74.663,iid,mix
15,hybrid,hybrid,fedavg,classical,quantum,0.933,74.663,iid,mix
15,quantum,quantum,fedavg,classical,quantum,0.6979,74.663,iid,mix
16,classical,classical,fedavg,classical,quantum,0.9862,75.121,iid,mix
16,hybrid,hybrid,fedavg,classical,quantum,0.936,75.121,iid,mix
16,quantum,quantum,fedavg,classical,quantum,0.7008,75.121,iid,mix
17,classical,classical,fedavg,classical,quantum,0.9866,74.793,iid,mix
17,hybrid,hybrid,fedavg,classical,quantum,0.938,74.793,iid,mix
17,quantum,quantum,fedavg,classical,quantum,0.7028,74.793,iid,mix
18,classical,classical,fedavg,classical,quantum,0.9856,75.406,iid,mix
18,hybrid,hybrid,fedavg,classical,quantum,0.9426,75.406,iid,mix
18,quantum,quantum,fedavg,classical,quantum,0.7052,75.406,iid,mix
19,classical,classical,fedavg,classical,quantum,0.9864,75.037,iid,mix
19,hybrid,hybrid,fedavg,classical,quantum,0.9447,75.037,iid,mix
19,quantum,quantum,fedavg,classical,quantum,0.7059,75.037,iid,mix
20,classical,classical,fedavg,classical,quantum,0.9867,75.775,iid,mix
20,hybrid,hybrid,fedavg,classical,quantum,0.943,75.775,iid,mix
20,quantum,quantum,fedavg,classical,quantum,0.7081,75.775,iid,mix
21,classical,classical,fedavg,classical,quantum,0.9876,76.755,iid,mix
21,hybrid,hybrid,fedavg,classical,quantum,0.9507,76.755,iid,mix
21,quantum,quantum,fedavg,classical,quantum,0.7091,76.755,iid,mix
22,classical,classical,fedavg,classical,quantum,0.988,76.418,iid,mix
22,hybrid,hybrid,fedavg,classical,quantum,0.9504,76.418,iid,mix
22,quantum,quantum,fedavg,classical,quantum,0.71,76.418,iid,mix
23,classical,classical,fedavg,classical,quantum,0.9876,76.371,iid,mix
23,hybrid,hybrid,fedavg,classical,quantum,0.9527,76.371,iid,mix
23,quantum,quantum,fedavg,classical,quantum,0.7094,76.371,iid,mix
24,classical,classical,fedavg,classical,quantum,0.9878,76.106,iid,mix
24,hybrid,hybrid,fedavg,classical,quantum,0.9536,76.106,iid,mix
24,quantum,quantum,fedavg,classical,quantum,0.7112,76.106,iid,mix
25,classical,classical,fedavg,classical,quantum,0.9879,73.849,iid,mix
25,hybrid,hybrid,fedavg,classical,quantum,0.9556,73.849,iid,mix
25,quantum,quantum,fedavg,classical,quantum,0.7124,73.849,iid,mix
26,classical,classical,fedavg,classical,quantum,0.9876,77.322,iid,mix
26,hybrid,hybrid,fedavg,classical,quantum,0.9561,77.322,iid,mix
26,quantum,quantum,fedavg,classical,quantum,0.7131,77.322,iid,mix
27,classical,classical,fedavg,classical,quantum,0.9873,74.858,iid,mix
27,hybrid,hybrid,fedavg,classical,quantum,0.9565,74.858,iid,mix
27,quantum,quantum,fedavg,classical,quantum,0.7146,74.858,iid,mix
28,classical,classical,fedavg,classical,quantum,0.9877,75.701,iid,mix
28,hybrid,hybrid,fedavg,classical,quantum,0.9557,75.701,iid,mix
28,quantum,quantum,fedavg,classical,quantum,0.7149,75.701,iid,mix
29,classical,classical,fedavg,classical,quantum,0.9872,74.956,iid,mix
29,hybrid,hybrid,fedavg,classical,quantum,0.9593,74.956,iid,mix
